pbar	Ht	Hs	WrightsFst	WCFst	WCFstSimple	avgp
0.3	0.404734	0.3327	0.17798	0.089808	0.17151	0.28175
0.3	0.419278	0.32704	0.219993	0.110984	0.219615	0.2991
0.3	0.41988	0.341066	0.187705	0.0947106	0.187651	0.29985
0.3	0.405126	0.322553	0.203821	0.102834	0.196603	0.2822
0.3	0.415539	0.329395	0.207308	0.104591	0.205106	0.2945
0.3	0.421116	0.341174	0.189834	0.0957838	0.190338	0.3014
0.3	0.43502	0.350138	0.195121	0.0984488	0.202099	0.31975
0.3	0.450293	0.34838	0.226327	0.114176	0.242651	0.34235
0.3	0.385806	0.31315	0.188324	0.0950225	0.172991	0.26105
0.3	0.405518	0.333236	0.178245	0.0899416	0.172099	0.28265
0.3	0.425579	0.348191	0.181842	0.0917551	0.184258	0.3071
0.3	0.403332	0.313246	0.223353	0.112678	0.214489	0.28015
0.3	0.418271	0.33476	0.199656	0.100735	0.198834	0.29785
0.3	0.414095	0.335676	0.189373	0.0955515	0.18671	0.29275
0.3	0.393093	0.320237	0.185341	0.0935188	0.173467	0.2688
0.3	0.411169	0.33049	0.196217	0.0990014	0.192091	0.28925
0.3	0.419399	0.334124	0.203325	0.102584	0.203034	0.29925
0.3	0.41742	0.341682	0.181442	0.0915536	0.180327	0.2968
0.3	0.391608	0.321198	0.179798	0.0907246	0.167644	0.2672
0.3	0.401299	0.319808	0.203069	0.102455	0.194027	0.27785
0.3	0.410197	0.344774	0.159491	0.0804863	0.155769	0.2881
0.3	0.413139	0.346783	0.160614	0.0810524	0.15799	0.2916
0.35	0.449977	0.36364	0.191869	0.0968097	0.189751	0.34185
0.35	0.449724	0.365971	0.186231	0.0939674	0.184071	0.34145
0.35	0.45953	0.359515	0.217645	0.109801	0.219812	0.35775
0.35	0.463361	0.376694	0.187041	0.0943758	0.190477	0.36465
0.35	0.472364	0.368296	0.220312	0.111145	0.22872	0.38245
0.35	0.444622	0.349011	0.215039	0.108488	0.210134	0.3336
0.35	0.409177	0.331296	0.190335	0.0960366	0.171167	0.2869
0.35	0.444522	0.346596	0.220294	0.111136	0.215221	0.33345
0.35	0.451328	0.363813	0.193906	0.0978363	0.192341	0.344
0.35	0.447739	0.361643	0.192291	0.0970224	0.189222	0.33835
0.35	0.457222	0.359427	0.213888	0.107908	0.214933	0.35375
0.35	0.451359	0.370753	0.178587	0.090114	0.177158	0.34405
0.35	0.415169	0.335326	0.192314	0.0970338	0.175478	0.29405
0.35	0.467818	0.355709	0.239642	0.120885	0.246393	0.37315
0.35	0.477866	0.372033	0.22147	0.111729	0.2326	0.3948
0.35	0.426118	0.360104	0.15492	0.0781813	0.145086	0.3078
0.35	0.461275	0.373225	0.190882	0.0963123	0.193514	0.36085
