pbar	Ht	Hs	WrightsFst	WCFst	WCFstSimple	avgp
0.1	0.18	0.149048	0.171955	0.101628	0.211242	0.104444
0.1	0.18	0.086809	0.517728	0.119404	0.151302	0.0607071
0.1	0.18	0.11728	0.348442	0.136851	0.245536	0.0885859
0.1	0.18	0.137006	0.238853	0.120788	0.242443	0.100404
0.1	0.18	0.127268	0.292955	0.0834861	0.14172	0.0833333
0.1	0.18	0.119484	0.336199	0.142487	0.26456	0.0920202
0.1	0.18	0.0983976	0.453347	0.105208	0.145677	0.0667677
0.1	0.18	0.100803	0.439981	0.0932687	0.12842	0.0663636
0.1	0.18	0.109466	0.391856	0.0851533	0.12483	0.0710101
0.1	0.18	0.0883532	0.509149	0.121455	0.157489	0.0622222
0.1	0.18	0.0962152	0.465471	0.164255	0.261506	0.0776768
0.1	0.18	0.114273	0.36515	0.107312	0.173489	0.0789899
0.1	0.18	0.094573	0.474594	0.117868	0.16206	0.0662626
0.1	0.18	0.109475	0.391805	0.0925992	0.138238	0.0724242
0.1	0.18	0.103897	0.422797	0.0917319	0.129689	0.0682828
0.1	0.18	0.103719	0.423783	0.13326	0.209376	0.0765657
0.1	0.18	0.10244	0.430891	0.0872508	0.120304	0.0664646
0.1	0.18	0.128173	0.28793	0.0873344	0.150699	0.0848485
0.1	0.18	0.072764	0.595756	0.0944493	0.094145	0.0470707
0.1	0.18	0.13112	0.271554	0.0977194	0.17695	0.0894949
0.1	0.18	0.0915595	0.491336	0.111833	0.146549	0.0629293
0.1	0.18	0.107436	0.403131	0.0874175	0.126464	0.07
0.1	0.18	0.0670171	0.627683	0.068904	0.0595091	0.0405051
0.1	0.18	0.0876676	0.512958	0.110173	0.137649	0.059798
0.1	0.18	0.080251	0.554161	0.0800368	0.0849682	0.050303
0.1	0.18	0.102545	0.430305	0.103021	0.147843	0.0693939
0.1	0.18	0.121428	0.3254	0.0963621	0.16105	0.0819192
0.1	0.18	0.106084	0.410647	0.161737	0.281794	0.0857576
0.1	0.18	0.10097	0.439054	0.0607328	0.077556	0.0612121
0.1	0.18	0.108041	0.399772	0.163728	0.292245	0.0880808
0.1	0.18	0.109322	0.392656	0.114846	0.181099	0.0768687
0.1	0.18	0.118344	0.342533	0.0904473	0.145198	0.0783838
0.1	0.18	0.106302	0.409431	0.143029	0.236625	0.0810101
0.1	0.18	0.116178	0.354564	0.132682	0.233142	0.0865657
0.1	0.18	0.116492	0.352821	0.104306	0.170599	0.08
0.1	0.18	0.100453	0.441928	0.109542	0.156565	0.0690909
0.1	0.18	0.101734	0.434811	0.144997	0.230845	0.0776768
0.1	0.18	0.108491	0.397272	0.133175	0.218819	0.080404
0.1	0.18	0.0792241	0.559866	0.112559	0.127867	0.0540404
0.1	0.18	0.107349	0.403615	0.106075	0.160592	0.0735354
0.1	0.18	0.107193	0.404483	0.109607	0.167199	0.0741414
0.1	0.18	0.103797	0.42335	0.0823706	0.113735	0.0665657
0.1	0.18	0.0910346	0.494252	0.120305	0.160244	0.0640404
0.1	0.18	0.102808	0.428842	0.112419	0.165666	0.0714141
0.1	0.18	0.100546	0.441409	0.0836888	0.112291	0.0645455
0.1	0.18	0.109229	0.393174	0.0833136	0.121331	0.0705051
0.1	0.18	0.106971	0.405715	0.131973	0.213109	0.0788889
0.1	0.18	0.112262	0.376322	0.113318	0.18277	0.0787879
0.1	0.18	0.103675	0.42403	0.117137	0.176217	0.0730303
0.1	0.18	0.0880701	0.510722	0.0881153	0.104672	0.0566667
0.1	0.18	0.114481	0.363993	0.119881	0.200581	0.0820202
0.1	0.18	0.127065	0.294086	0.113308	0.206846	0.090303
0.1	0.18	0.12244	0.31978	0.0841048	0.137558	0.08
